"Time","Internet traffic data (in bits) from an ISP. Aggregated traffic in the United Kingdom academic network backbone. It was collected between 19 November 2004, at 09:30 hours and 27 January 2005, at 11:11 hours. Hourly data"
"2004-12-16 02:30:00",30711.8049193607
"2004-12-16 03:30:00",27493.6180242919
"2004-12-16 04:30:00",25398.2654592046
"2004-12-16 05:30:00",24573.8800787848
"2004-12-16 06:30:00",23953.8684174415
"2004-12-16 07:30:00",30497.8435958786
"2004-12-16 08:30:00",51378.821871804
"2004-12-16 09:30:00",69994.2052267624
"2004-12-16 10:30:00",74193.284350572
"2004-12-16 11:30:00",77678.2678026072
"2004-12-16 12:30:00",75699.1757894024
"2004-12-16 13:30:00",79756.1285744768
"2004-12-16 14:30:00",79761.1166035424
"2004-12-16 15:30:00",73637
"2004-12-16 16:30:00",62498.870171292
"2004-12-16 17:30:00",55072.8605425304
"2004-12-16 18:30:00",54448.8630098048
"2004-12-16 19:30:00",50863.8055671464
"2004-12-16 20:30:00",49944.8911457064
"2004-12-16 21:30:00",48313.8867270038
"2004-12-16 22:30:00",45433.6391897132
"2004-12-16 23:30:00",46743.778226619
"2004-12-17 00:30:00",43379.5569222975
"2004-12-17 01:30:00",39902.4701201613
"2004-12-17 02:30:00",35692.359863704
"2004-12-17 03:30:00",30818.633786501
"2004-12-17 04:30:00",31599.9454048486
"2004-12-17 05:30:00",27567.4377610855
"2004-12-17 06:30:00",28136.7226224512
"2004-12-17 07:30:00",33631.969161963
"2004-12-17 08:30:00",49471.2856770224
"2004-12-17 09:30:00",64139.6789588232
"2004-12-17 10:30:00",70816.2093073192
"2004-12-17 11:30:00",72766.9143101304
"2004-12-17 12:30:00",68427.7565310096
"2004-12-17 13:30:00",68818.3322990608
"2004-12-17 14:30:00",68556.7879141336
"2004-12-17 15:30:00",62721.5526885192
"2004-12-17 16:30:00",53987.601515664
"2004-12-17 17:30:00",48479.4026798408
"2004-12-17 18:30:00",42758
"2004-12-17 19:30:00",42220.2797019219
"2004-12-17 20:30:00",38303.625768647
"2004-12-17 21:30:00",36347.3503746879
"2004-12-17 22:30:00",37033.1633246445
"2004-12-17 23:30:00",34643.1172300756
"2004-12-18 00:30:00",34068.8649563443
"2004-12-18 01:30:00",30985.2597466874
"2004-12-18 02:30:00",29025
"2004-12-18 03:30:00",27472.8936971354
"2004-12-18 04:30:00",24427.6802704298
"2004-12-18 05:30:00",24529.7431053384
"2004-12-18 06:30:00",21979.3478885355
"2004-12-18 07:30:00",24037.561033194
"2004-12-18 08:30:00",25360.9660795582
"2004-12-18 09:30:00",26291.4925550304
"2004-12-18 10:30:00",31008.2334111758
"2004-12-18 11:30:00",31011.5341792508
"2004-12-18 12:30:00",35254.869400635
"2004-12-18 13:30:00",35150.4813337876
"2004-12-18 14:30:00",37300.2308050648
"2004-12-18 15:30:00",38076.4291141831
"2004-12-18 16:30:00",37752.2102518804
"2004-12-18 17:30:00",37177.5284769774
"2004-12-18 18:30:00",35015.0985177528
"2004-12-18 19:30:00",37228.5878658462
"2004-12-18 20:30:00",34992
"2004-12-18 21:30:00",35011.0877982338
"2004-12-18 22:30:00",34800.127368617
"2004-12-18 23:30:00",32280.4374928338
"2004-12-19 00:30:00",33392.8896942943
"2004-12-19 01:30:00",29156.6421288635
"2004-12-19 02:30:00",26090
"2004-12-19 03:30:00",27186.7250981083
"2004-12-19 04:30:00",22875.9552303609
"2004-12-19 05:30:00",23709.858282775
"2004-12-19 06:30:00",21917.5192742018
"2004-12-19 07:30:00",21782.3217847262
"2004-12-19 08:30:00",23156.6636708062
"2004-12-19 09:30:00",24021.8713944888
"2004-12-19 10:30:00",27853.0495273461
"2004-12-19 11:30:00",28611.2846603682
"2004-12-19 12:30:00",32932.4904798709
"2004-12-19 13:30:00",31245.9607021052
"2004-12-19 14:30:00",36040.1104647314
"2004-12-19 15:30:00",34510.4359915969
"2004-12-19 16:30:00",36601.4570750718
"2004-12-19 17:30:00",32838.8463127501
"2004-12-19 18:30:00",37653.0874098243
"2004-12-19 19:30:00",33750.1137719604
"2004-12-19 20:30:00",36951.3044315514
"2004-12-19 21:30:00",35758.7091310747
"2004-12-19 22:30:00",32441.9216310092
"2004-12-19 23:30:00",30715.3722190428
"2004-12-20 00:30:00",28830.6392488302
"2004-12-20 01:30:00",26542.7428998874
"2004-12-20 02:30:00",26224.9394940352
"2004-12-20 03:30:00",23487.2596901422
"2004-12-20 04:30:00",20869.4427707256
"2004-12-20 05:30:00",19798.7808479092
"2004-12-20 06:30:00",19097.2331022299
"2004-12-20 07:30:00",23428.665707596
"2004-12-20 08:30:00",37113.1166353608
"2004-12-20 09:30:00",51213.0634725576
"2004-12-20 10:30:00",55277.6625269392
"2004-12-20 11:30:00",61563.380867348
"2004-12-20 12:30:00",57839.5059141216
"2004-12-20 13:30:00",62107.3612556344
"2004-12-20 14:30:00",62452.6576007656
"2004-12-20 15:30:00",57675.4782801096
"2004-12-20 16:30:00",49158
"2004-12-20 17:30:00",43284.8145253952
"2004-12-20 18:30:00",37339
"2004-12-20 19:30:00",37805.5552525038
"2004-12-20 20:30:00",36243.733728171
"2004-12-20 21:30:00",37187.2589706422
"2004-12-20 22:30:00",32884.5171422192
"2004-12-20 23:30:00",33438.2592081804
"2004-12-21 00:30:00",29468.7130336662
"2004-12-21 01:30:00",29721.5613636841
"2004-12-21 02:30:00",25637.1672299351
"2004-12-21 03:30:00",25900.079325885
"2004-12-21 04:30:00",21456.6166101249
"2004-12-21 05:30:00",22950.3866582652
"2004-12-21 06:30:00",20403.9190465527
"2004-12-21 07:30:00",26631.8360731586
"2004-12-21 08:30:00",36782.569586704
"2004-12-21 09:30:00",50708.2431174608
"2004-12-21 10:30:00",51507.191256164
"2004-12-21 11:30:00",58424.2179190544
"2004-12-21 12:30:00",52840.300800172
"2004-12-21 13:30:00",59090.6441107432
"2004-12-21 14:30:00",59571.8608801832
"2004-12-21 15:30:00",52964.5428337368
"2004-12-21 16:30:00",46270.4166128552
"2004-12-21 17:30:00",36645.328711168
"2004-12-21 18:30:00",35733.0828353592
"2004-12-21 19:30:00",33247.3885718446
"2004-12-21 20:30:00",33239.893953377
"2004-12-21 21:30:00",33710.2608419967
"2004-12-21 22:30:00",31312.2601613374
"2004-12-21 23:30:00",30134.7510825724
"2004-12-22 00:30:00",28624.1242898662
"2004-12-22 01:30:00",25512.0562762593
"2004-12-22 02:30:00",25495
"2004-12-22 03:30:00",21786.7389778363
"2004-12-22 04:30:00",20951.449648164
"2004-12-22 05:30:00",19712.3305390738
"2004-12-22 06:30:00",18701.4299155234
"2004-12-22 07:30:00",23591.5309468627
"2004-12-22 08:30:00",35423.7373017328
"2004-12-22 09:30:00",44136.1462784904
"2004-12-22 10:30:00",47695.236841084
"2004-12-22 11:30:00",47137.828777592
"2004-12-22 12:30:00",46683.6742033576
"2004-12-22 13:30:00",47433.0979295856
"2004-12-22 14:30:00",50014.8651401504
"2004-12-22 15:30:00",46478.6126349744
"2004-12-22 16:30:00",39609.9650426928
"2004-12-22 17:30:00",35301.3571607885
"2004-12-22 18:30:00",33985.4281568736
"2004-12-22 19:30:00",34710.8743226076
"2004-12-22 20:30:00",32660.6278540922
"2004-12-22 21:30:00",33871.3956482345
"2004-12-22 22:30:00",30761.7805038047
"2004-12-22 23:30:00",30199.0806604495
"2004-12-23 00:30:00",27877.1825106982
"2004-12-23 01:30:00",24632.6273757282
"2004-12-23 02:30:00",23710.4094782242
"2004-12-23 03:30:00",20482.3005585
"2004-12-23 04:30:00",17392.247801066
"2004-12-23 05:30:00",18204.6655681173
"2004-12-23 06:30:00",16945.3567570918
"2004-12-23 07:30:00",18923.7900572027
"2004-12-23 08:30:00",26469.404396408
"2004-12-23 09:30:00",32930.7149380527
"2004-12-23 10:30:00",36777.7257555063
"2004-12-23 11:30:00",37958.727424128
"2004-12-23 12:30:00",37925.078592118
"2004-12-23 13:30:00",39971.221267248
"2004-12-23 14:30:00",40344.583589528
"2004-12-23 15:30:00",37008.7851124896
"2004-12-23 16:30:00",30729.9760533214
"2004-12-23 17:30:00",28009
"2004-12-23 18:30:00",26971.8998738246
"2004-12-23 19:30:00",27949.2130317834
"2004-12-23 20:30:00",27066.4879752142
"2004-12-23 21:30:00",26401.0578659432
"2004-12-23 22:30:00",25821.8547308598
"2004-12-23 23:30:00",24671.5690000122
"2004-12-24 00:30:00",22633.3533838585
"2004-12-24 01:30:00",21251
"2004-12-24 02:30:00",20521.9204780175
"2004-12-24 03:30:00",18799.4118906201
"2004-12-24 04:30:00",17496.1720957414
"2004-12-24 05:30:00",16064.0525533449
"2004-12-24 06:30:00",15887.4291769845
"2004-12-24 07:30:00",17293.7493130048
"2004-12-24 08:30:00",21540.9535892688
"2004-12-24 09:30:00",24396.6559263117
"2004-12-24 10:30:00",26817.558979233
"2004-12-24 11:30:00",26400.5517045586
"2004-12-24 12:30:00",24812.8991261111
"2004-12-24 13:30:00",24986.429373407
"2004-12-24 14:30:00",24604.6755602619
"2004-12-24 15:30:00",22802
"2004-12-24 16:30:00",22827.461449341
"2004-12-24 17:30:00",22535.1652539897
"2004-12-24 18:30:00",21558.4184014982
"2004-12-24 19:30:00",20892.1785522974
"2004-12-24 20:30:00",20476.8386095788
"2004-12-24 21:30:00",20362.3851601706
"2004-12-24 22:30:00",20327.9119084554
"2004-12-24 23:30:00",19343.3919492918
"2004-12-25 00:30:00",19172.2822426399
"2004-12-25 01:30:00",19308.1770420906
"2004-12-25 02:30:00",18235.2158408989
"2004-12-25 03:30:00",17360.1292999961
"2004-12-25 04:30:00",15575.5457390702
"2004-12-25 05:30:00",14152.2287840769
"2004-12-25 06:30:00",14173.574030284
"2004-12-25 07:30:00",15184.2571152166
"2004-12-25 08:30:00",21113.7700562961
"2004-12-25 09:30:00",22428.7219932008
"2004-12-25 10:30:00",24044.6384711804
"2004-12-25 11:30:00",24845.3285150206
"2004-12-25 12:30:00",25715.0378206406
"2004-12-25 13:30:00",26736.9558577909
"2004-12-25 14:30:00",27779.443199432
"2004-12-25 15:30:00",28273.878623633
"2004-12-25 16:30:00",28976.2649244173
"2004-12-25 17:30:00",28739.6757915154
"2004-12-25 18:30:00",28455
"2004-12-25 19:30:00",28431.8979072291
"2004-12-25 20:30:00",28827.161451097
"2004-12-25 21:30:00",27726.6616096768
"2004-12-25 22:30:00",27933.4009223944
"2004-12-25 23:30:00",27631.7642496874
"2004-12-26 00:30:00",26679.6533391235
"2004-12-26 01:30:00",25649.0630203171
"2004-12-26 02:30:00",24691.2629065981
"2004-12-26 03:30:00",24209.6257053925
"2004-12-26 04:30:00",23880.9314253817
"2004-12-26 05:30:00",22541.6218087973
"2004-12-26 06:30:00",21776.7118604184
"2004-12-26 07:30:00",21336.5429325231
"2004-12-26 08:30:00",21393.8461456908
"2004-12-26 09:30:00",22726.8208261167
"2004-12-26 10:30:00",23928.4070227903
"2004-12-26 11:30:00",24331.9926443513
"2004-12-26 12:30:00",20298.5785978321
"2004-12-26 13:30:00",18775.3974358224
"2004-12-26 14:30:00",19348.0319328492
"2004-12-26 15:30:00",20638.2213860901
"2004-12-26 16:30:00",22230.2155343047
"2004-12-26 17:30:00",21667.7365766725
"2004-12-26 18:30:00",23316.099410663
"2004-12-26 19:30:00",22862.0538622049
"2004-12-26 20:30:00",23406.8806890231
"2004-12-26 21:30:00",22697.6289238541
"2004-12-26 22:30:00",22619.4673022465
"2004-12-26 23:30:00",22160.2192374244
"2004-12-27 00:30:00",20476.1103711606
"2004-12-27 01:30:00",19904.3884634102
"2004-12-27 02:30:00",17994.4665800679
"2004-12-27 03:30:00",16211.569747946
"2004-12-27 04:30:00",15064.0674236167
"2004-12-27 05:30:00",14051.7463566904
"2004-12-27 06:30:00",13486.7421531532
"2004-12-27 07:30:00",13983.5054797409
"2004-12-27 08:30:00",14715.4081993498
"2004-12-27 09:30:00",16112.6385305266
"2004-12-27 10:30:00",16822.1934988858
"2004-12-27 11:30:00",18654.7179457569
"2004-12-27 12:30:00",19229.0259333224
"2004-12-27 13:30:00",20141.3810194462
"2004-12-27 14:30:00",21200.7818662394
"2004-12-27 15:30:00",21890.3866091403
"2004-12-27 16:30:00",22225.133018731
"2004-12-27 17:30:00",22939.5215940498
"2004-12-27 18:30:00",23633.1449696473
"2004-12-27 19:30:00",23304.4747976387
"2004-12-27 20:30:00",23417.8320737869
"2004-12-27 21:30:00",22635.1354424842
"2004-12-27 22:30:00",22240.1193954226
"2004-12-27 23:30:00",21501.0335763342
"2004-12-28 00:30:00",20152
"2004-12-28 01:30:00",18642.4906413599
"2004-12-28 02:30:00",17647.02156559
"2004-12-28 03:30:00",15913.8466185788
"2004-12-28 04:30:00",14536.8358715742
"2004-12-28 05:30:00",13743.0758538782
"2004-12-28 06:30:00",13321.254941576
"2004-12-28 07:30:00",14209.9249061791
"2004-12-28 08:30:00",14941.5933084964
"2004-12-28 09:30:00",16298.6518408079
"2004-12-28 10:30:00",18673.3399317008
"2004-12-28 11:30:00",21439.6325678588
"2004-12-28 12:30:00",23718.6827455464
"2004-12-28 13:30:00",23734.5705371209
"2004-12-28 14:30:00",24990.9194663047
"2004-12-28 15:30:00",25603.1853905766
"2004-12-28 16:30:00",24600.6960965622
"2004-12-28 17:30:00",25684.4232308106
"2004-12-28 18:30:00",27233.7603295413
"2004-12-28 19:30:00",27314.1673784206
"2004-12-28 20:30:00",26203.32291838
"2004-12-28 21:30:00",25719.3026821934
"2004-12-28 22:30:00",24921.4377873509
"2004-12-28 23:30:00",24970.1214636694
"2004-12-29 00:30:00",23696.5433821604
"2004-12-29 01:30:00",22344.461735363
"2004-12-29 02:30:00",20946.8209498516
"2004-12-29 03:30:00",19607
"2004-12-29 04:30:00",17946.6409248598
"2004-12-29 05:30:00",17525.9979822591
"2004-12-29 06:30:00",17418.0672620104
"2004-12-29 07:30:00",17959.6794286586
"2004-12-29 08:30:00",19334.4023885391
"2004-12-29 09:30:00",21867.1261673777
"2004-12-29 10:30:00",24377.7581544869
"2004-12-29 11:30:00",26851.2492249025
"2004-12-29 12:30:00",27849
"2004-12-29 13:30:00",30094.4457142356
"2004-12-29 14:30:00",30372.3416578938
"2004-12-29 15:30:00",28899.4624916624
"2004-12-29 16:30:00",28352.6187606001
"2004-12-29 17:30:00",28100.6051174528
"2004-12-29 18:30:00",28215.0745391577
"2004-12-29 19:30:00",27934.237657768
"2004-12-29 20:30:00",27383.7554207629
"2004-12-29 21:30:00",27738.8630342407
"2004-12-29 22:30:00",28204.7269744452
"2004-12-29 23:30:00",26286.5729123213
"2004-12-30 00:30:00",24352.95976251
"2004-12-30 01:30:00",22965.4293766963
"2004-12-30 02:30:00",22478.5001110478
"2004-12-30 03:30:00",19878.3226324822
"2004-12-30 04:30:00",18504.5045894615
"2004-12-30 05:30:00",17322.6954348469
"2004-12-30 06:30:00",16273.4289124426
"2004-12-30 07:30:00",16296.6312203766
"2004-12-30 08:30:00",18311.1403436899
"2004-12-30 09:30:00",21070.0605985911
"2004-12-30 10:30:00",23790.3858162762
"2004-12-30 11:30:00",23778.6207850225
"2004-12-30 12:30:00",25567.2345268709
"2004-12-30 13:30:00",27734.5653109642
"2004-12-30 14:30:00",28055.1488550243
"2004-12-30 15:30:00",28079.6565864072
"2004-12-30 16:30:00",27576.1171332535
"2004-12-30 17:30:00",28270.9001278075
"2004-12-30 18:30:00",27378.4725135302
"2004-12-30 19:30:00",26483.6735235269
"2004-12-30 20:30:00",27544.4749240786
"2004-12-30 21:30:00",27030.959256015
"2004-12-30 22:30:00",26585.6690172599
"2004-12-30 23:30:00",26611.2219291001
"2004-12-31 00:30:00",24389.6895044089
"2004-12-31 01:30:00",22038.799701328
"2004-12-31 02:30:00",21501.0864312496
"2004-12-31 03:30:00",19083.0930721735
"2004-12-31 04:30:00",18215.9848866507
"2004-12-31 05:30:00",17021.0881682639
"2004-12-31 06:30:00",15807.8813457963
"2004-12-31 07:30:00",16374.7605552302
"2004-12-31 08:30:00",17422.6724134274
"2004-12-31 09:30:00",19861.0571738955
"2004-12-31 10:30:00",22401.8438447217
"2004-12-31 11:30:00",23639.3061095023
"2004-12-31 12:30:00",24356.7213264537
"2004-12-31 13:30:00",25165.5051387315
"2004-12-31 14:30:00",25465.0926432355
"2004-12-31 15:30:00",26454.8512210114
"2004-12-31 16:30:00",25020.6430431561
"2004-12-31 17:30:00",23902.1004020438
"2004-12-31 18:30:00",23502.6313340994
"2004-12-31 19:30:00",22863.6643171812
"2004-12-31 20:30:00",21647.4600146651
"2004-12-31 21:30:00",21278.5652492362
"2004-12-31 22:30:00",20755.1847592101
"2004-12-31 23:30:00",20180.9947390499
"2005-01-01 00:30:00",19797.1343986522
"2005-01-01 01:30:00",18850.1243527004
"2005-01-01 02:30:00",18190.986129874
"2005-01-01 03:30:00",16869.6288648767
"2005-01-01 04:30:00",15704.1399370836
"2005-01-01 05:30:00",14784.620869609
"2005-01-01 06:30:00",13976.5904122313
"2005-01-01 07:30:00",14012.650515125
"2005-01-01 08:30:00",14051.6636389318
"2005-01-01 09:30:00",14764.4262085548
"2005-01-01 10:30:00",15900.6246864233
"2005-01-01 11:30:00",17985.5599622684
"2005-01-01 12:30:00",20102.6031247815
"2005-01-01 13:30:00",22012.264400605
"2005-01-01 14:30:00",22828.6447934661
"2005-01-01 15:30:00",24594.2946201317
"2005-01-01 16:30:00",25318.7808910212
"2005-01-01 17:30:00",24799.7568983292
"2005-01-01 18:30:00",26044.4700699707
"2005-01-01 19:30:00",25734.5574894814
"2005-01-01 20:30:00",26225.8685916451
"2005-01-01 21:30:00",25705.8805960704
"2005-01-01 22:30:00",26067.5589804682
"2005-01-01 23:30:00",25751.9466717536
"2005-01-02 00:30:00",23849.3876199238
"2005-01-02 01:30:00",21562.8820771331
"2005-01-02 02:30:00",20420.5154042379
"2005-01-02 03:30:00",19032.9129111015
"2005-01-02 04:30:00",17862.727475871
"2005-01-02 05:30:00",16548.4151067517
"2005-01-02 06:30:00",16170.4554283014
"2005-01-02 07:30:00",15980.6628048199
"2005-01-02 08:30:00",16184.7905306265
"2005-01-02 09:30:00",18150.3625003638
"2005-01-02 10:30:00",19275.6394530212
"2005-01-02 11:30:00",20394.1937660674
"2005-01-02 12:30:00",22101.9550348452
"2005-01-02 13:30:00",24495.6114114742
"2005-01-02 14:30:00",26081.4547699399
"2005-01-02 15:30:00",26150.4260294647
"2005-01-02 16:30:00",27837.6818620046
"2005-01-02 17:30:00",27521.4025266314
"2005-01-02 18:30:00",26461.1588350943
"2005-01-02 19:30:00",26606.6543006553
"2005-01-02 20:30:00",27233.5061326947
"2005-01-02 21:30:00",27635.3654327766
"2005-01-02 22:30:00",26539.7961771696
"2005-01-02 23:30:00",25321.2493862098
"2005-01-03 00:30:00",23790.4483372052
"2005-01-03 01:30:00",22250.5552285401
"2005-01-03 02:30:00",21003.2515473966
"2005-01-03 03:30:00",19804.818662652
"2005-01-03 04:30:00",17871.791463867
"2005-01-03 05:30:00",17230.2314409796
"2005-01-03 06:30:00",16807.655132952
"2005-01-03 07:30:00",16693.3508821574
"2005-01-03 08:30:00",16996.8802594124
"2005-01-03 09:30:00",19416.1029185686
"2005-01-03 10:30:00",22224.5524635946
"2005-01-03 11:30:00",23807.7552432683
"2005-01-03 12:30:00",25446.9666173956
"2005-01-03 13:30:00",27278.762130159
"2005-01-03 14:30:00",29072.3678280223
"2005-01-03 15:30:00",30504.2953418854
"2005-01-03 16:30:00",30682.6710728703
"2005-01-03 17:30:00",30168.1865808934
"2005-01-03 18:30:00",29858.9782393385
"2005-01-03 19:30:00",28894.8135686544
"2005-01-03 20:30:00",28499.380318964
"2005-01-03 21:30:00",28814.2249203177
"2005-01-03 22:30:00",27101.3338383067
"2005-01-03 23:30:00",26732.0781953504
"2005-01-04 00:30:00",24864.0666503266
"2005-01-04 01:30:00",22244.8379180305
"2005-01-04 02:30:00",20747
"2005-01-04 03:30:00",18484.2597823579
"2005-01-04 04:30:00",16768.0521339305
"2005-01-04 05:30:00",16424.5717869867
"2005-01-04 06:30:00",15742.9764695834
"2005-01-04 07:30:00",18206.6408661071
"2005-01-04 08:30:00",27849.8046451092
"2005-01-04 09:30:00",35989.3963631984
"2005-01-04 10:30:00",39735.3908293608
"2005-01-04 11:30:00",44037.764536072
"2005-01-04 12:30:00",46568.6838438544
"2005-01-04 13:30:00",48831.3367866712
"2005-01-04 14:30:00",50967.0715030592
"2005-01-04 15:30:00",48968.1527940928
"2005-01-04 16:30:00",42708.2392788552
"2005-01-04 17:30:00",37191.4507961584
"2005-01-04 18:30:00",34996.8636453383
"2005-01-04 19:30:00",35480.4433831814
"2005-01-04 20:30:00",33813.3694204866
"2005-01-04 21:30:00",30848.774546535
"2005-01-04 22:30:00",29975.5982339419
"2005-01-04 23:30:00",29963.9003527497
"2005-01-05 00:30:00",27607.7985521452
"2005-01-05 01:30:00",24792.1588647997
"2005-01-05 02:30:00",23303.715535319
"2005-01-05 03:30:00",20890.7327344228
"2005-01-05 04:30:00",18515.3841584082
"2005-01-05 05:30:00",18331.9862101862
"2005-01-05 06:30:00",18569.8486828106
"2005-01-05 07:30:00",22750
"2005-01-05 08:30:00",37968.2735586366
"2005-01-05 09:30:00",50746.8209397208
"2005-01-05 10:30:00",57359.3049802488
"2005-01-05 11:30:00",62248.8067916536
"2005-01-05 12:30:00",63315.9523449088
"2005-01-05 13:30:00",65428.424191096
"2005-01-05 14:30:00",65532.985584788
"2005-01-05 15:30:00",62734.5247707064
"2005-01-05 16:30:00",52272.3779755448
"2005-01-05 17:30:00",43950.10114266
"2005-01-05 18:30:00",42766.868728084
"2005-01-05 19:30:00",40088.3145877696
"2005-01-05 20:30:00",37992.8141590666
"2005-01-05 21:30:00",37914.2495755192
"2005-01-05 22:30:00",36212.2723857174
"2005-01-05 23:30:00",35050.5956412827
"2005-01-06 00:30:00",31179.654036136
"2005-01-06 01:30:00",27818.5182971888
"2005-01-06 02:30:00",26068.7756114525
"2005-01-06 03:30:00",23589.5248133167
"2005-01-06 04:30:00",21468.3051541797
"2005-01-06 05:30:00",20843.1397308746
"2005-01-06 06:30:00",20406.7038049099
"2005-01-06 07:30:00",25379
"2005-01-06 08:30:00",41403
"2005-01-06 09:30:00",53865.3538246352
"2005-01-06 10:30:00",58150.8375687192
"2005-01-06 11:30:00",63871.6068582848
"2005-01-06 12:30:00",65286
"2005-01-06 13:30:00",71860.8604570368
"2005-01-06 14:30:00",70495.5467738888
"2005-01-06 15:30:00",65613.8898157016
"2005-01-06 16:30:00",53550.7374656944
"2005-01-06 17:30:00",44919.7416162886
"2005-01-06 18:30:00",43110.4532818214
"2005-01-06 19:30:00",39991.7515010255
"2005-01-06 20:30:00",39543.9727964978
"2005-01-06 21:30:00",38222
"2005-01-06 22:30:00",38141.738113811
"2005-01-06 23:30:00",35597.4805061206
"2005-01-07 00:30:00",31792.4178112062
"2005-01-07 01:30:00",28448.5885675889
"2005-01-07 02:30:00",26367.8536253977
"2005-01-07 03:30:00",23087.8955341761
"2005-01-07 04:30:00",21508.4939629165
"2005-01-07 05:30:00",20063.5904515712
"2005-01-07 06:30:00",20411.7161157323
"2005-01-07 07:30:00",24864.6730973991
"2005-01-07 08:30:00",42038.1442000976
"2005-01-07 09:30:00",55457.7573890704
"2005-01-07 10:30:00",60748
"2005-01-07 11:30:00",67098.4948909848
"2005-01-07 12:30:00",68015.164501308
"2005-01-07 13:30:00",70865.5310549712
"2005-01-07 14:30:00",70719.9635362048
"2005-01-07 15:30:00",63011.8796770232
"2005-01-07 16:30:00",51604.3248731392
"2005-01-07 17:30:00",44103.8272955752
"2005-01-07 18:30:00",41607.8066027136
"2005-01-07 19:30:00",41004.425683742
"2005-01-07 20:30:00",40550.4149097182
"2005-01-07 21:30:00",40956.7408404405
"2005-01-07 22:30:00",38546.73367977
"2005-01-07 23:30:00",36440.8588316133
"2005-01-08 00:30:00",34790
"2005-01-08 01:30:00",32128.1394980554
"2005-01-08 02:30:00",30236.0312703738
"2005-01-08 03:30:00",27345.8548832115
"2005-01-08 04:30:00",24921.4949563274
"2005-01-08 05:30:00",22680.4148419006
"2005-01-08 06:30:00",21741.2344701933
"2005-01-08 07:30:00",21444.6865621491
"2005-01-08 08:30:00",22939.2574145074
"2005-01-08 09:30:00",26122.2813873764
"2005-01-08 10:30:00",29728.8201680009
"2005-01-08 11:30:00",33702.9079546558
"2005-01-08 12:30:00",35258.4325955551
"2005-01-08 13:30:00",37460.5513272694
"2005-01-08 14:30:00",39637.4815751333
"2005-01-08 15:30:00",40900.2519633076
"2005-01-08 16:30:00",40550
"2005-01-08 17:30:00",40380.3421635902
"2005-01-08 18:30:00",40032.1585583766
"2005-01-08 19:30:00",40349.4116802972
"2005-01-08 20:30:00",38902.1077054013
"2005-01-08 21:30:00",40225
"2005-01-08 22:30:00",38955.1450866157
"2005-01-08 23:30:00",35681.5372515575
"2005-01-09 00:30:00",34216.7953933114
"2005-01-09 01:30:00",32224.9234854686
"2005-01-09 02:30:00",29815.9339489902
"2005-01-09 03:30:00",28167.1334564968
"2005-01-09 04:30:00",26203.6477170232
"2005-01-09 05:30:00",24066.7431331935
"2005-01-09 06:30:00",23397.9007594051
"2005-01-09 07:30:00",23111.6033855416
"2005-01-09 08:30:00",23747.7548115545
"2005-01-09 09:30:00",26277.7296885506
"2005-01-09 10:30:00",30809.660048414
"2005-01-09 11:30:00",34010.4826300942
"2005-01-09 12:30:00",37324.7236185678
"2005-01-09 13:30:00",40785.3395915351
"2005-01-09 14:30:00",43454.4341327022
"2005-01-09 15:30:00",45943.6605867653
"2005-01-09 16:30:00",48492.2467927954
"2005-01-09 17:30:00",46261
"2005-01-09 18:30:00",46770.4913990171
"2005-01-09 19:30:00",44970.6131673028
"2005-01-09 20:30:00",47440.0821068827
"2005-01-09 21:30:00",44408.3936892491
"2005-01-09 22:30:00",43246.6978823738
"2005-01-09 23:30:00",40382.4839336479
"2005-01-10 00:30:00",37690.5305212655
"2005-01-10 01:30:00",35836.8793940635
"2005-01-10 02:30:00",30440.0577979946
"2005-01-10 03:30:00",27988.3122124946
"2005-01-10 04:30:00",24342.043365983
"2005-01-10 05:30:00",24663.8929918874
"2005-01-10 06:30:00",24693.1987937312
"2005-01-10 07:30:00",29764.5961808883
"2005-01-10 08:30:00",51098.782322835
"2005-01-10 09:30:00",65434.8386783824
"2005-01-10 10:30:00",75500.239680888
"2005-01-10 11:30:00",80879.4300034976
"2005-01-10 12:30:00",82928.1620951568
"2005-01-10 13:30:00",86484.1143481464
"2005-01-10 14:30:00",84129.6833990632
"2005-01-10 15:30:00",80838.7501040504
"2005-01-10 16:30:00",69806.6201112808
"2005-01-10 17:30:00",60442.3024586672
"2005-01-10 18:30:00",57893.21600904
"2005-01-10 19:30:00",55520.5317397622
"2005-01-10 20:30:00",52585.4426415294
"2005-01-10 21:30:00",49760.1230178576
"2005-01-10 22:30:00",48224.3895726051
"2005-01-10 23:30:00",45987.5106253768
"2005-01-11 00:30:00",41514.9412587713
"2005-01-11 01:30:00",37703.547701243
"2005-01-11 02:30:00",34145.7694892091
"2005-01-11 03:30:00",31531.4130174762
"2005-01-11 04:30:00",28465.9837421382
"2005-01-11 05:30:00",27146.7801149911
"2005-01-11 06:30:00",27335.1941344766
"2005-01-11 07:30:00",33151.0882125876
"2005-01-11 08:30:00",51936.6683676168
"2005-01-11 09:30:00",68482.5571078824
"2005-01-11 10:30:00",75787.5757145976
"2005-01-11 11:30:00",83365.344438132
"2005-01-11 12:30:00",84502.5216588808
"2005-01-11 13:30:00",87032.3967149064
"2005-01-11 14:30:00",88326.3514408744
"2005-01-11 15:30:00",83532.08883732
"2005-01-11 16:30:00",70753.7981024832
"2005-01-11 17:30:00",63151.9645939136
"2005-01-11 18:30:00",60456.7452594424
